,...1,county,trade_name,account,license_type,expiration_date,lat,lon,address_full,publish_date,state,expired_y_n,edit,
130,4778,NA,APPLEGREEN NJ WELCOME CENTRES LLC,NJ_22_7788,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
131,4821,NA,ARCHANGEL MICHAEL & PRINCE THEODORE LLC,NJ_22_8272,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
132,4957,NA,ASA PETROLEUM INC.,NJ_22_5963,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
133,4960,NA,ASALUM LLC,NJ_22_8343,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
134,5316,NA,B-LINE DELI GROCERY & STORE LLC,NJ_22_6614,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
135,5328,NA,BABA FAST FOOD LLC,NJ_22_5021,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
136,5331,NA,BABA NANAK PETRO INC,NJ_22_7535,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
137,5971,NA,BERKELEY LIQUOR OUTLET,NJ_22_501,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
138,6033,NA,BEST TROPICAL 2 LLC,NJ_22_6093,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
139,6216,NA,BIG GWOAH LLC,NJ_22_8235,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
140,6579,NA,BOARDWALK FASHION,NJ_22_200,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
141,6690,NA,BORGATA & CO,NJ_19_2957,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
142,6691,NA,BORGATA & CO,NJ_19_7016,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
143,6692,NA,BORGATA & CO,NJ_19_7017,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
144,6693,NA,BORGATA & CO,NJ_19_7018,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
145,6694,NA,BORGATA & CO,NJ_19_7019,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
146,6695,NA,BORGATA & CO,NJ_19_7021,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
147,6697,NA,BORGATA COLLECTIONS,NJ_19_2957,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
148,6698,NA,BORGATA COLLECTIONS,NJ_19_7016,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
149,6699,NA,BORGATA COLLECTIONS,NJ_19_7017,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
150,6700,NA,BORGATA COLLECTIONS,NJ_19_7018,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
151,6701,NA,BORGATA COLLECTIONS,NJ_19_7019,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
152,6702,NA,BORGATA COLLECTIONS,NJ_19_7021,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
153,6809,NA,BP,NJ_22_6534,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
154,6836,NA,BP GROCERY,NJ_22_574,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
155,7581,NA,CAFE SERENDIPITY LLC,NJ_22_6406,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
156,7711,NA,CAPE LIQUORS,NJ_22_1368,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
157,8378,NA,CHINA HOUSE,NJ_22_3991,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
158,8561,NA,CIAO,NJ_19_2957,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
159,8562,NA,CIAO,NJ_19_7016,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
160,8563,NA,CIAO,NJ_19_7017,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
161,8564,NA,CIAO,NJ_19_7018,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
162,8565,NA,CIAO,NJ_19_7019,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
163,8566,NA,CIAO,NJ_19_7021,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
164,8825,NA,CITY GROCERY 2 LLC,NJ_22_7565,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
165,9295,NA,COLLADO URENA GROCERY DELI,NJ_22_4612,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
166,9453,NA,CONVENIENCE SHOP LLC,NJ_22_3823,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
167,9792,NA,COUNTRY LAKES PUB & GRILL,NJ_22_4674,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
168,10060,NA,CURTYS PLACE LLC,NJ_22_6978,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
169,10078,NA,CUTUPU GROCERY LLC,NJ_22_7710,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
170,11151,NA,"DOLGEN, LLC",NJ_22_5471,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
171,12235,NA,DOLLAR GENERAL STORE #8336,NJ_22_5295,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
172,12518,NA,DOLLAR PLUS,NJ_22_6402,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
173,12593,NA,DONA CHELY GROCERY STORE,NJ_22_5292,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
174,12720,NA,DREAMERS  SUPERMARKET 2 LIMITED LIABILITY COMPANY,NJ_22_4261,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
175,13424,NA,EL RINCON SUPERMARKET 1 CORP,NJ_22_5839,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
176,13568,NA,ELMORA LIQUORS,NJ_22_8220,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
177,13587,NA,ELWOOD VALERO,NJ_22_1553,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
178,13671,NA,ENDHAL INVESTMENTS INC,NJ_22_8029,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
179,13778,NA,ESQUIRE NEWS AND SMOKE SHOP,NJ_22_3380,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
180,13781,NA,ESSENTIALS,NJ_19_2957,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
181,13782,NA,ESSENTIALS,NJ_19_7016,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
182,13783,NA,ESSENTIALS,NJ_19_7017,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
183,13784,NA,ESSENTIALS,NJ_19_7018,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
184,13785,NA,ESSENTIALS,NJ_19_7019,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
185,13786,NA,ESSENTIALS,NJ_19_7021,NA,3/31/21,39.3788733,-74.4334392,"ONE BORGATA WAY, ATLANTIC CITY, NJ, 08401",4/1/19,NJ,EXPIRED,NA,
186,13874,NA,EVOLVE,NJ_22_7816,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
187,13878,NA,EWING TOBACCO OUTLET INC,NJ_22_6640,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
188,13979,NA,EXPRESS LIQUOR WAREHOUSE,NJ_22_5020,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
189,13988,NA,EXPRESS MART,NJ_22_4719,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
190,14186,NA,FAIRFIELD NEWS & FOOD STORE,NJ_22_2974,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
191,14800,NA,FASTWAY SHOP,NJ_22_4871,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
192,14897,NA,FERNANDEZ FOOD MARKET,NJ_22_5670,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
193,15376,NA,"FRANK'S DELI, LLC",NJ_22_5499,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
194,15435,NA,FRANKLIN TURNPIKE ASSOCIATES INC,NJ_22_4046,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
195,15803,NA,G & S PETROLEUM LLC,NJ_22_6155,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
196,15890,NA,GALLAGHERS BUY RITE,NJ_22_2337,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
197,16055,NA,GASTON TO GO LLC,NJ_22_7654,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
198,16119,NA,GENERES MINIMARKET LLC,NJ_22_7530,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
199,16879,NA,GLORY'S INNER EYE LLC,NJ_22_6399,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
200,16930,NA,"GOBRANDS, INC.",NJ_22_4952,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
201,17016,NA,GOLDEN STAR CHINESE KITCHEN,NJ_22_133,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
202,17103,NA,GOODLUCK FOOD MART INC,NJ_22_7632,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
203,17513,NA,GROVE CONVENIENCE,NJ_22_505,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
204,17731,NA,H H&D  SONS CORPORATION,NJ_22_5716,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
205,17766,NA,H-MART,NJ_22_2320,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
206,17778,NA,HABER LIQUORS LIMITED LIABILITY COMPANY,NJ_22_3912,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
207,17837,NA,HALEDON GAS & AUTO  INC,NJ_22_4745,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
208,17868,NA,HAMILTON BP CORP,NJ_22_6424,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
209,18078,NA,HARBOR MARKET,NJ_22_8025,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
210,18479,NA,HERITAGE DAIRY 25,NJ_22_1041,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
211,18485,NA,HERITAGE DAIRY 30,NJ_22_1044,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
212,19148,NA,HUDSON NEWS,NJ_22_2922,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
213,19149,NA,HUDSON NEWS,NJ_22_2923,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
214,19150,NA,HUDSON NEWS,NJ_22_2924,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
215,19151,NA,HUDSON NEWS,NJ_22_2925,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
216,19167,NA,HUDSON NEWS STORE #7,NJ_22_5147,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
217,19309,NA,IJ ENERGY LIMITED LIABILTY COMPANY,NJ_22_4487,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
218,19563,NA,ISTANBUL FOOD MARKET,NJ_22_2610,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
219,19973,NA,JALO FAMILY CANDY STORE,NJ_22_5656,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
220,20018,NA,JANSHA LLC,NJ_22_7648,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
221,20118,NA,JAY KRISHNA LLC,NJ_22_7270,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
222,20303,NA,JENNY'S MINI MARKET 2 LLC,NJ_22_7709,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
223,20351,NA,JERSEY PETROLEUM LLC,NJ_22_3837,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
224,20384,NA,JETA SERVICE STATION INC,NJ_22_7540,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
225,20629,NA,JOEL MINI MARKET,NJ_22_2881,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
226,20675,NA,JOHN & DOUGS,NJ_22_1870,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
227,21114,NA,KAIGHN LIQUOR INCORPORATED,NJ_22_7055,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
228,21183,NA,KARAN PETRO INC.,NJ_22_7526,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
229,21241,NA,KASHTBHANJAN DEV INC,NJ_22_7728,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
230,21469,NA,KEW GARDEN 347 WANG INC.,NJ_22_6921,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
231,21673,NA,KING OF VAPES LLC,NJ_22_8322,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
232,21884,NA,KM AND KS ENTERPRISES INC,NJ_22_4044,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
233,21911,NA,KMB DELI GROCERY LLC,NJ_22_5796,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
234,21996,NA,KP & JP FUEL INC,NJ_22_7319,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
235,22069,NA,KRAUSZER'S FOOD STORE,NJ_22_8333,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
236,22331,NA,KWIK KORNER LLC,NJ_22_6229,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
237,22715,NA,LALJI GURU CORPORATION,NJ_22_7615,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
238,22891,NA,LATINOAMERICANA DELI AND GROCERY LLC,NJ_22_3407,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
239,23372,NA,LINEAR HOLDINGS LLC,NJ_22_7010,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
240,23624,NA,LOBBY SHOP,NJ_22_2740,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
241,23810,NA,LOTUS LEAF,NJ_22_3543,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
242,24245,NA,M STAR SERVICES LLC,NJ_22_6404,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
243,24402,NA,MADISON QUICK STOP LLC,NJ_22_4026,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
244,24471,NA,MAHANTJI LLC,NJ_22_6968,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
245,24549,NA,MAIN ST MINI MARKET,NJ_22_3103,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
246,24557,NA,MAIN STREET DELI,NJ_22_2465,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
247,24700,NA,MANI KRUPA LLC,NJ_22_8143,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
248,24744,NA,MANSFIELD BOTTLE KING INC,NJ_22_2149,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
249,25074,NA,MARYMINA PETROLEUM INC,NJ_22_6678,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
250,25477,NA,METRO MARKETPLACE 2 LLC,NJ_22_4997,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
251,25493,NA,METUCHEN SERVICE STATION INC.,NJ_22_8301,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
252,25494,NA,METUCHEN SERVICE STATION INC.,NJ_22_8368,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
253,26308,NA,MOUNTAIN VALLEY FINE WINES AND LIQUORS LIMITED LIABILITY,NJ_22_5682,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
254,26455,NA,MT PROSPECT GROCERY STORE 1 LLC,NJ_22_5036,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
255,26950,NA,NERMEEN LIMITED LIABILITY COMPANY,NJ_22_4586,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
256,27017,NA,NEW BROTHER MINI MARKET AND DELI,NJ_22_4658,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
257,27342,NA,NEW WAY SUPERMARKET,NJ_22_5066,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
258,27653,NA,NJBH LIQUORS FOR LESS INC,NJ_22_7165,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
259,27777,NA,NORTH BERGEN LIQUORS,NJ_22_1725,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
260,27958,NA,NY WHOLESALE AND RETAIL INC,NJ_22_7802,NA,3/31/23,NA,NA,"3014 MT EPHRAIM AVE # 3016, HADDON TOWNSHIP, NJ, 08104",4/1/22,NJ,ACTIVE,NA,
261,28029,NA,OB LIQUOR LLC,NJ_22_7931,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
262,28055,NA,OCEANSIDE TEES & SOUVINEERS,NJ_22_219,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
263,28114,NA,OLD BRIDGE GAS CORP,NJ_22_7810,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
264,28220,NA,OM HARIKRISHNA LLC,NJ_22_514,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
265,28330,NA,ONE STEP SMOKE SHOP,NJ_22_121,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
266,28414,NA,"ONO, INC.",NJ_22_1666,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
267,28718,NA,PAISANO MULTISERVICES LLC,NJ_22_8367,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
268,28765,NA,PALMER CONVENIENCE,NJ_22_2639,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
269,28782,NA,PALMYRA DOLLAR PLUS MART,NJ_22_2939,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
270,28803,NA,PANDA WOK,NJ_22_3776,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
271,28874,NA,PAO DE ACUCAR A SUPERMARKET,NJ_22_6673,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
272,29156,NA,PATRI MEAT MARKET,NJ_22_5653,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
273,29210,NA,PAULSBORO EXXON,NJ_22_1989,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
274,29673,NA,PILOT TRAVEL CENTER #190,NJ_22_3516,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
275,29791,NA,PITMAN FUEL AND SNACK LLC,NJ_22_8269,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
276,29953,NA,PMG PIP NORTH LLC,NJ_22_5715,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
277,30146,NA,POWER GAS,NJ_22_1723,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
278,30148,NA,POWER GAS STATION,NJ_22_2137,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
279,30381,NA,PROSPECT LIQUORS LLC,NJ_22_4596,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
280,30561,NA,PUFFCITY,NJ_22_8257,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
281,30791,NA,QUICK CHEK 40,NJ_22_1234,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
282,30890,NA,QUICK FOOD & BAGEL,NJ_22_6408,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
283,31031,NA,QUICK STOP FOOD STORE,NJ_22_4566,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
284,31430,NA,RAMOCO MARKETING GROUP LLC,NJ_22_5830,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
285,31825,NA,REY'S MINI MARKET III LLC,NJ_22_7589,NA,3/31/23,40.0583238,-74.4056612,"NA, NA, NJ, 00000",4/1/22,NJ,ACTIVE,NA,
286,31865,NA,RG GROUP AND SONS CORPORATION,NJ_22_371,NA,3/31/23,NA,NA,"401 PALISADE AVE # 403, JERSEY CITY, NJ, 07307",4/1/22,NJ,ACTIVE,NA,
287,31868,NA,RGH OIL CORPORATION,NJ_22_2331,NA,3/31/23,NA,NA,"NA, NA, NA, 00000",4/1/22,NJ,ACTIVE,NA,
